Grubhub_slug,Grubhub_Business_Hours,Uber_Eats_slug,Uber_Eats_Business_Hours,is_out_of_range
,Monday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,thefarmerssalad_plazamarketquee_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,thepastastory_plazamarketquee_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,amoreitaliandes_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,burritoloversba_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,devilsburgerbar_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,marysbagelbar_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,marysbreakfastb_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,nysmoothiejoint_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,pennyspancakes_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,philadelphiache_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,theamericanchee_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,theburritobae_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,thefrenchtoastf_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,thepaniniprojec_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,thesaladgod_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,wonkassmoothieb_princedelimarke_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Monday: 10:00 - 00:00,Out of Range
,Tuesday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Tuesday: 10:00 - 00:00,Out of Range
,Wednesday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Wednesday: 10:00 - 00:00,Out of Range
,Thursday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Thursday: 10:00 - 00:00,Out of Range
,Friday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Friday: 10:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Saturday: 10:00 - 00:00,Out of Range
,Sunday: CLOSED - CLOSED,addictiveburger_rbsllcdbatlkitc_ue,Sunday: 10:00 - 00:00,Out of Range
,Monday: CLOSED - CLOSED,alyssasdessertb_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,alyssasdessertb_rbsllcdbatlkitc_ue,Tuesday: 02:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,alyssasdessertb_rbsllcdbatlkitc_ue,Wednesday: 02:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,alyssasdessertb_rbsllcdbatlkitc_ue,Thursday: 02:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,alyssasdessertb_rbsllcdbatlkitc_ue,Saturday: 02:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,alyssasdessertb_rbsllcdbatlkitc_ue,Sunday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,gourmetmacnchee_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,greenvibessalad_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,halalshawarmaba_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,halalshawarmaba_rbsllcdbatlkitc_ue,Tuesday: 02:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,halalshawarmaba_rbsllcdbatlkitc_ue,Wednesday: 02:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,halalshawarmaba_rbsllcdbatlkitc_ue,Thursday: 02:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,halalshawarmaba_rbsllcdbatlkitc_ue,Saturday: 02:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,halalshawarmaba_rbsllcdbatlkitc_ue,Sunday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,oldtownsandwich_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,pennyschickente_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,pennyschickente_rbsllcdbatlkitc_ue,Tuesday: 02:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,pennyschickente_rbsllcdbatlkitc_ue,Wednesday: 02:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,pennyschickente_rbsllcdbatlkitc_ue,Thursday: 02:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,pennyschickente_rbsllcdbatlkitc_ue,Saturday: 02:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,pennyschickente_rbsllcdbatlkitc_ue,Sunday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,perryspizzaparl_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,perryspizzaparl_rbsllcdbatlkitc_ue,Tuesday: 02:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,perryspizzaparl_rbsllcdbatlkitc_ue,Wednesday: 02:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,perryspizzaparl_rbsllcdbatlkitc_ue,Thursday: 02:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,perryspizzaparl_rbsllcdbatlkitc_ue,Saturday: 02:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,perryspizzaparl_rbsllcdbatlkitc_ue,Sunday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,rooftopsandwich_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,tacoparadiso_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,thecalzoneempir_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,thecraftpizza_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,thedessertshack_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,thedessertshack_rbsllcdbatlkitc_ue,Tuesday: 02:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,thedessertshack_rbsllcdbatlkitc_ue,Wednesday: 02:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,thedessertshack_rbsllcdbatlkitc_ue,Thursday: 02:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,thedessertshack_rbsllcdbatlkitc_ue,Saturday: 02:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,thedessertshack_rbsllcdbatlkitc_ue,Sunday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,thenashvillechi_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,thenashvillechi_rbsllcdbatlkitc_ue,Tuesday: 02:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,thenashvillechi_rbsllcdbatlkitc_ue,Wednesday: 02:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,thenashvillechi_rbsllcdbatlkitc_ue,Thursday: 02:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,thenashvillechi_rbsllcdbatlkitc_ue,Saturday: 02:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,thenashvillechi_rbsllcdbatlkitc_ue,Sunday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,thesaladsnob_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,veronicasburrit_rbsllcdbatlkitc_ue,Monday: 02:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,chocolatecakesp_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,cracknomelette_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,daynnightpancak_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,farmergirlsalad_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,finishlineburge_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,firstlightbreak_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,friedchickensav_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,hilltopsandwich_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,morningseafoodc_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
,Tuesday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Tuesday: 00:00 - 23:59,Out of Range
,Wednesday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Wednesday: 00:00 - 23:59,Out of Range
,Thursday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Thursday: 00:00 - 23:59,Out of Range
,Friday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Friday: 00:00 - 23:59,Out of Range
,Saturday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Saturday: 00:00 - 23:59,Out of Range
,Sunday: CLOSED - CLOSED,nyburgerbae_remedydiner_ue,Sunday: 00:00 - 23:59,Out of Range
,Monday: CLOSED - CLOSED,notchmysandwich_remedydiner_ue,Monday: 00:00 - 23:59,Out of Range
